fromGate,toGate,distance,time
B4,A3E,1235,18
B4,A3D,1271,18
B4,A3C,1265,18
B4,A3B,1250,18
B4,A3A,1215,17
B4,A15,1318,19
B4,A14,1330,19
B4,A12,1294,18
B4,A11,1270,18
B4,A10,1257,18
B4,A9,1240,18
B4,A8,1212,17
B4,A7,1180,17
B4,A2,1111,15
B4,A1,1071,15
B4,A17,1352,19
B4,A18,1383,20
B4,A19,1391,20
B4,A20,1382,20
B4,A24,1375,20
B4,A25,1266,18
B4,A26,1300,19
B4,A27,1337,19
B4,A29,1343,19
B4,A30,1349,19
B4,B76,585,10
B4,B77,583,10
B4,B79,581,10
B4,B80,582,10
B4,B81,583,10
B4,B83,586,10
B4,B85,628,11
B4,B86,628,11
B4,B86A,628,11
B4,B87,629,11
B4,B88,630,11
B4,B11,165,3
B4,B1,115,2
B4,B10,99,2
B4,B2,78,1
B4,B9,67,1
B4,B3,40,1
B4,B8,25,1
B4,B7,20,1
B4,B6,17,1
B4,B5,21,1
B4,B20,354,7
B4,B12,367,7
B4,B19,372,7
B4,B14,401,7
B4,B18,409,7
B4,B15,428,8
B4,B17,441,8
B4,B16,437,8
B4,B21,406,7
B4,B31,431,8
B4,B30,453,8
B4,B22,474,9
B4,B29,492,9
B4,B23,511,9
B4,B28,527,9
B4,B24,551,10
B4,B27,563,10
B4,B26,564,10
B4,B25,567,10
B4,B85A,628,11
B4,B81A,583,10
B4,B77A,583,10
B4,B76A,585,10
B4,B79A,581,10
B4,C1,1326,16
B4,C2,1384,17
B4,C29,1587,21
B4,C30,1591,21
B4,C31,1567,20
B4,C32,1531,20
B4,C33,1494,19
B4,C34,1455,18
B4,C35,1489,19
B4,C36,1523,19
B4,C37,1544,20
B4,C39,1551,20
B4,C40,1534,20
B4,C41,1504,19
B4,C42,1472,19
B4,C43,1477,19
B4,C44,1520,19
B4,C45,1558,20
B4,C3,1420,18
B4,C4,1002,18
B4,C5,1039,18
B4,C6,1097,19
B4,C7,1135,20
B4,C8,1134,20
B4,C9,1129,20
B4,C10,1087,19
B4,C11,1050,19
B4,C12,983,18
B4,C14,853,15
B4,C15,797,14
B4,D1,1343,16
B4,D2,1371,17
B4,D3,1392,17
B4,D4,1574,20
B4,D5,1573,20
B4,D6,1924,20
B4,D7,1840,19
B4,D8,1853,19
B4,D9,1915,20
B4,D10,1976,21
B4,D11,1975,21
B4,D12,1971,21
B4,D9A,1920,20
B4,E1,2162,24
B4,E2,2182,25
B4,E3,2200,25
B4,E4,2242,26
B4,E5,2270,26
B4,E6,2264,26
B4,E7,2264,26
B4,E8,2230,26
B4,E9,2194,25
B4,E10,2029,22
B4,E11,2013,22
B4,E12,1937,21
B4,E14,1980,21
B4,E24,2065,23
B4,E23,2091,23
B4,E15,2118,24
B4,E16,2166,25
B4,E17,2189,25
B4,E18,2227,26
B4,E19,2219,25
B4,E20,2177,25
B4,E21,2160,24
B4,E22,2134,24
B7,A3H,1180,17
B7,A3G,1199,17
B7,A3F,1211,17
B7,A3E,1250,18
B7,A3D,1285,19
B7,A3C,1279,18
B7,A3B,1265,18
B7,A3A,1230,18
B7,A15,1333,19
B7,A14,1345,19
B7,A12,1309,19
B7,A11,1285,18
B7,A10,1272,18
B7,A9,1255,18
B7,A8,1227,17
B7,A7,1195,17
B7,A2,1125,16
B7,A1,1085,15
B7,A17,1367,20
B7,A18,1397,20
B7,A19,1406,20
B7,A20,1396,20
B7,A24,1389,20
B7,A25,1281,18
B7,A26,1315,19
B7,A27,1351,19
B7,A29,1358,20
B7,A30,1363,20
B7,B76,600,10
B7,B77,597,10
B7,B79,596,10
B7,B80,597,10
B7,B81,598,10
B7,B83,600,10
B7,B85,642,11
B7,B86,642,11
B7,B86A,643,11
B7,B87,644,11
B7,B88,644,11
B7,B11,180,3
B7,B1,130,2
B7,B10,113,2
B7,B2,92,2
B7,B9,82,1
B7,B3,54,1
B7,B8,40,1
B7,B4,20,1
B7,B6,3,1
B7,B5,7,1
B7,B20,368,7
B7,B12,381,7
B7,B19,387,7
B7,B14,416,8
B7,B18,424,8
B7,B15,443,8
B7,B17,456,8
B7,B16,451,8
B7,B21,420,8
B7,B31,445,8
B7,B30,467,8
B7,B22,488,9
B7,B29,506,9
B7,B23,526,9
B7,B28,541,10
B7,B24,565,10
B7,B27,578,10
B7,B26,579,10
B7,B25,582,10
B7,B85A,642,11
B7,B81A,598,10
B7,B77A,597,10
B7,B76A,600,10
B7,B79A,596,10
B7,C1,1341,16
B7,C2,1398,17
B7,C29,1601,21
B7,C30,1606,21
B7,C31,1581,20
B7,C32,1545,20
B7,C33,1509,19
B7,C34,1469,19
B7,C35,1503,19
B7,C36,1537,20
B7,C37,1559,20
B7,C39,1565,20
B7,C40,1549,20
B7,C41,1519,19
B7,C42,1486,19
B7,C43,1491,19
B7,C44,1535,20
B7,C45,1572,20
B7,C3,1434,18
B7,C4,1016,18
B7,C5,1054,19
B7,C6,1111,20
B7,C7,1149,20
B7,C8,1149,20
B7,C9,1144,20
B7,C10,1102,19
B7,C11,1065,19
B7,C12,998,18
B7,C14,867,16
B7,C15,812,15
B7,D1,1357,17
B7,D2,1386,17
B7,D3,1406,17
B7,D4,1588,21
B7,D5,1587,21
B7,D6,1938,21
B7,D7,1854,19
B7,D8,1868,20
B7,D9,1930,21
B7,D10,1990,22
B7,D11,1989,22
B7,D12,1986,22
B7,D9A,1935,21
B7,E1,2177,25
B7,E2,2196,25
B7,E3,2214,25
B7,E4,2257,26
B7,E5,2285,27
B7,E6,2278,26
B7,E7,2278,26
B7,E8,2244,26
B7,E9,2209,25
B7,E10,2044,23
B7,E11,2028,22
B7,E12,1951,21
B7,E14,1995,22
B7,E24,2080,23
B7,E23,2106,24
B7,E15,2133,24
B7,E16,2181,25
B7,E17,2203,25
B7,E18,2242,26
B7,E19,2233,26
B7,E20,2191,25
B7,E21,2175,25
B7,E22,2148,24
B6,A3H,1176,17
B6,A3G,1196,17
B6,A3F,1207,17
B6,A3E,1246,18
B6,A3D,1282,19
B6,A3C,1276,18
B6,A3B,1261,18
B6,A3A,1226,18
B6,A15,1329,19
B6,A14,1342,19
B6,A12,1305,19
B6,A11,1281,18
B6,A10,1268,18
B6,A9,1251,18
B6,A8,1223,17
B6,A7,1191,17
B6,A2,1122,16
B6,A1,1082,15
B6,A17,1363,20
B6,A18,1394,20
B6,A19,1402,20
B6,A20,1393,20
B6,A24,1386,20
B6,A25,1277,18
B6,A26,1311,19
B6,A27,1348,19
B6,A29,1354,19
B6,A30,1360,20
B6,B76,596,10
B6,B77,594,10
B6,B79,592,10
B6,B80,593,10
B6,B81,594,10
B6,B83,597,10
B6,B85,639,11
B6,B86,639,11
B6,B86A,639,11
B6,B87,640,11
B6,B88,641,11
B6,B11,176,3
B6,B1,127,2
B6,B10,110,2
B6,B2,89,1
B6,B9,78,1
B6,B3,51,1
B6,B8,36,1
B6,B4,17,1
B6,B7,3,1
B6,B5,4,1
B6,B20,365,7
B6,B12,378,7
B6,B19,383,7
B6,B14,412,7
B6,B18,420,8
B6,B15,440,8
B6,B17,452,8
B6,B16,448,8
B6,B21,417,8
B6,B31,442,8
B6,B30,464,8
B6,B22,485,9
B6,B29,503,9
B6,B23,522,9
B6,B28,538,10
B6,B24,562,10
B6,B27,575,10
B6,B26,575,10
B6,B25,578,10
B6,B85A,639,11
B6,B81A,594,10
B6,B77A,594,10
B6,B76A,596,10
B6,B79A,592,10
B6,C1,1338,16
B6,C2,1395,17
B6,C29,1598,21
B6,C30,1602,21
B6,C31,1578,20
B6,C32,1542,20
B6,C33,1505,19
B6,C34,1466,19
B6,C35,1500,19
B6,C36,1534,20
B6,C37,1555,20
B6,C39,1562,20
B6,C40,1545,20
B6,C41,1516,19
B6,C42,1483,19
B6,C43,1488,19
B6,C44,1531,20
B6,C45,1569,20
B6,C3,1431,18
B6,C4,1013,18
B6,C5,1051,19
B6,C6,1108,20
B6,C7,1146,20
B6,C8,1145,20
B6,C9,1140,20
B6,C10,1098,19
B6,C11,1061,19
B6,C12,994,18
B6,C14,864,16
B6,C15,808,15
B6,D1,1354,17
B6,D2,1382,17
B6,D3,1403,17
B6,D4,1585,20
B6,D5,1584,20
B6,D6,1935,21
B6,D7,1851,19
B6,D8,1864,19
B6,D9,1926,21
B6,D10,1987,22
B6,D11,1986,22
B6,D12,1982,21
B6,D9A,1931,21
B6,E1,2173,25
B6,E2,2193,25
B6,E3,2211,25
B6,E4,2253,26
B6,E5,2282,26
B6,E6,2275,26
B6,E7,2275,26
B6,E8,2241,26
B6,E9,2205,25
B6,E10,2040,22
B6,E11,2024,22
B6,E12,1948,21
B6,E14,1992,22
B6,E24,2077,23
B6,E23,2102,23
B6,E15,2130,24
B6,E16,2177,25
B6,E17,2200,25
B6,E18,2238,26
B6,E19,2230,26
B6,E20,2188,25
B6,E21,2171,25
B6,E22,2145,24
B5,A3H,1180,17
B5,A3G,1199,17
B5,A3F,1211,17
B5,A3E,1250,18
B5,A3D,1286,19
B5,A3C,1280,19
B5,A3B,1265,18
B5,A3A,1230,18
B5,A15,1333,19
B5,A14,1346,19
B5,A12,1309,19
B5,A11,1285,18
B5,A10,1272,18
B5,A9,1255,18
B5,A8,1227,17
B5,A7,1195,17
B5,A2,1126,16
B5,A1,1086,15
B5,A17,1367,20
B5,A18,1398,20
B5,A19,1406,20
B5,A20,1397,20
B5,A24,1390,20
B5,A25,1281,18
B5,A26,1315,19
B5,A27,1352,19
B5,A29,1358,20
B5,A30,1364,20
B5,B76,600,10
B5,B77,598,10
B5,B79,596,10
B5,B80,597,10
B5,B81,598,10
B5,B83,601,10
B5,B85,643,11
B5,B86,643,11
B5,B86A,643,11
B5,B87,644,11
B5,B88,645,11
B5,B11,180,3
B5,B1,131,2
B5,B10,114,2
B5,B2,93,2
B5,B9,82,1
B5,B3,55,1
B5,B8,40,1
B5,B4,21,1
B5,B7,7,1
B5,B6,4,1
B5,B20,369,7
B5,B12,382,7
B5,B19,387,7
B5,B14,416,8
B5,B18,424,8
B5,B15,443,8
B5,B17,456,8
B5,B16,452,8
B5,B21,421,8
B5,B31,446,8
B5,B30,468,8
B5,B22,489,9
B5,B29,507,9
B5,B23,526,9
B5,B28,542,10
B5,B24,566,10
B5,B27,578,10
B5,B26,579,10
B5,B25,582,10
B5,B85A,643,11
B5,B81A,598,10
B5,B77A,598,10
B5,B76A,600,10
B5,B79A,596,10
B5,C1,1342,16
B5,C2,1399,17
B5,C29,1602,21
B5,C30,1606,21
B5,C31,1582,20
B5,C32,1546,20
B5,C33,1509,19
B5,C34,1470,19
B5,C35,1504,19
B5,C36,1538,20
B5,C37,1559,20
B5,C39,1566,20
B5,C40,1549,20
B5,C41,1519,19
B5,C42,1487,19
B5,C43,1492,19
B5,C44,1535,20
B5,C45,1573,20
B5,C3,1435,18
B5,C4,1017,18
B5,C5,1055,19
B5,C6,1112,20
B5,C7,1150,20
B5,C8,1149,20
B5,C9,1144,20
B5,C10,1102,19
B5,C11,1065,19
B5,C12,998,18
B5,C14,868,16
B5,C15,812,15
B5,D1,1358,17
B5,D2,1386,17
B5,D3,1407,17
B5,D4,1589,21
B5,D5,1588,21
B5,D6,1939,21
B5,D7,1855,19
B5,D8,1868,20
B5,D9,1930,21
B5,D10,1991,22
B5,D11,1990,22
B5,D12,1986,22
B5,D9A,1935,21
B5,E1,2177,25
B5,E2,2197,25
B5,E3,2215,25
B5,E4,2257,26
B5,E5,2286,27
B5,E6,2279,26
B5,E7,2279,26
B5,E8,2245,26
B5,E9,2209,25
B5,E10,2044,23
B5,E11,2028,22
B5,E12,1952,21
B5,E14,1996,22
B5,E24,2081,23
B5,E23,2106,24
B5,E15,2134,24
B5,E16,2181,25
B5,E17,2204,25
B5,E18,2242,26
B5,E19,2234,26
B5,E20,2192,25
B5,E21,2175,25
B5,E22,2149,24
B20,A3H,973,13
B20,A3G,993,14
B20,A3F,1005,14
B20,A3E,1044,15
B20,A3D,1079,15
B20,A3C,1073,15
B20,A3B,1059,15
B20,A3A,1024,14
B20,A15,1127,16
B20,A14,1139,16
B20,A12,1103,15
B20,A11,1079,15
B20,A10,1066,15
B20,A9,1049,14
B20,A8,1020,14
B20,A7,988,13
B20,A2,919,12
B20,A1,879,12
B20,A17,1161,16
B20,A18,1191,17
B20,A19,1200,17
B20,A20,1190,17
B20,A24,1183,17
B20,A25,1075,15
B20,A26,1109,15
B20,A27,1145,16
B20,A29,1152,16
B20,A30,1157,16
B20,B76,394,7
B20,B77,391,7
B20,B79,390,7
B20,B80,391,7
B20,B81,392,7
B20,B83,394,7
B20,B85,436,8
B20,B86,436,8
B20,B86A,437,8
B20,B87,437,8
B20,B88,438,8
B20,B11,179,4
B20,B1,233,4
B20,B10,248,5
B20,B2,267,5
B20,B9,281,5
B20,B3,305,6
B20,B8,321,6
B20,B4,340,6
B20,B7,355,7
B20,B6,351,6
B20,B5,355,7
B20,B12,19,1
B20,B19,24,1
B20,B14,53,1
B20,B18,61,1
B20,B15,81,1
B20,B17,93,2
B20,B16,89,1
B20,B21,197,4
B20,B31,222,4
B20,B30,244,5
B20,B22,265,5
B20,B29,283,5
B20,B23,302,6
B20,B28,318,6
B20,B24,342,6
B20,B27,355,7
B20,B26,355,7
B20,B25,358,7
B20,B85A,436,8
B20,B81A,392,7
B20,B77A,391,7
B20,B76A,394,7
B20,B79A,390,7
B20,C1,1135,13
B20,C2,1192,14
B20,C29,1395,17
B20,C30,1400,17
B20,C31,1375,17
B20,C32,1339,16
B20,C33,1302,16
B20,C34,1263,15
B20,C35,1297,16
B20,C36,1331,16
B20,C37,1352,17
B20,C39,1359,17
B20,C40,1343,16
B20,C41,1313,16
B20,C42,1280,15
B20,C43,1285,16
B20,C44,1328,16
B20,C45,1366,17
B20,C3,1228,15
B20,C4,810,15
B20,C5,848,15
B20,C6,905,16
B20,C7,943,17
B20,C8,943,17
B20,C9,938,17
B20,C10,896,16
B20,C11,859,15
B20,C12,792,14
B20,C14,661,12
B20,C15,606,11
B20,D1,1151,13
B20,D2,1180,14
B20,D3,1200,14
B20,D4,1382,17
B20,D5,1381,17
B20,D6,1732,17
B20,D7,1648,16
B20,D8,1662,16
B20,D9,1724,17
B20,D10,1784,18
B20,D11,1783,18
B20,D12,1780,18
B20,D9A,1728,17
B20,E1,1971,21
B20,E2,1990,22
B20,E3,2008,22
B20,E4,2051,23
B20,E5,2079,23
B20,E6,2072,23
B20,E7,2072,23
B20,E8,2038,22
B20,E9,2003,22
B20,E10,1837,19
B20,E11,1822,19
B20,E12,1745,18
B20,E14,1789,18
B20,E24,1874,20
B20,E23,1899,20
B20,E15,1927,21
B20,E16,1974,21
B20,E17,1997,22
B20,E18,2036,22
B20,E19,2027,22
B20,E20,1985,22
B20,E21,1969,21
B20,E22,1942,21
B12,A3H,986,14
B12,A3G,1006,14
B12,A3F,1017,14
B12,A3E,1056,15
B12,A3D,1092,15
B12,A3C,1086,15
B12,A3B,1071,15
B12,A3A,1037,14
B12,A15,1140,16
B12,A14,1152,16
B12,A12,1116,15
B12,A11,1092,15
B12,A10,1078,15
B12,A9,1061,15
B12,A8,1033,14
B12,A7,1001,14
B12,A2,932,12
B12,A1,892,12
B12,A17,1173,16
B12,A18,1204,17
B12,A19,1212,17
B12,A20,1203,17
B12,A24,1196,17
B12,A25,1087,15
B12,A26,1121,16
B12,A27,1158,16
B12,A29,1165,16
B12,A30,1170,16
B12,B76,406,7
B12,B77,404,7
B12,B79,402,7
B12,B80,403,7
B12,B81,405,7
B12,B83,407,7
B12,B85,449,8
B12,B86,449,8
B12,B86A,449,8
B12,B87,450,8
B12,B88,451,8
B12,B11,191,4
B12,B1,246,5
B12,B10,261,5
B12,B2,280,5
B12,B9,294,6
B12,B3,318,6
B12,B8,334,6
B12,B4,353,6
B12,B7,368,7
B12,B6,364,7
B12,B5,368,7
B12,B20,19,1
B12,B19,11,1
B12,B14,40,1
B12,B18,48,1
B12,B15,67,1
B12,B17,80,1
B12,B16,76,1
B12,B21,210,4
B12,B31,235,5
B12,B30,257,5
B12,B22,278,5
B12,B29,296,6
B12,B23,315,6
B12,B28,331,6
B12,B24,355,7
B12,B27,367,7
B12,B26,368,7
B12,B25,371,7
B12,B85A,449,8
B12,B81A,405,7
B12,B77A,404,7
B12,B76A,406,7
B12,B79A,402,7
B12,C1,1148,13
B12,C2,1205,14
B12,C29,1408,18
B12,C30,1412,18
B12,C31,1388,17
B12,C32,1352,17
B12,C33,1315,16
B12,C34,1276,15
B12,C35,1310,16
B12,C36,1344,17
B12,C37,1365,17
B12,C39,1372,17
B12,C40,1355,17
B12,C41,1326,16
B12,C42,1293,16
B12,C43,1298,16
B12,C44,1341,16
B12,C45,1379,17
B12,C3,1241,15
B12,C4,823,15
B12,C5,861,15
B12,C6,918,16
B12,C7,956,17
B12,C8,956,17
B12,C9,950,17
B12,C10,908,16
B12,C11,872,16
B12,C12,804,15
B12,C14,674,12
B12,C15,619,11
B12,D1,1164,13
B12,D2,1193,14
B12,D3,1213,14
B12,D4,1395,17
B12,D5,1394,17
B12,D6,1745,17
B12,D7,1661,16
B12,D8,1675,16
B12,D9,1737,17
B12,D10,1797,18
B12,D11,1796,18
B12,D12,1793,18
B12,D9A,1741,17
B12,E1,1983,21
B12,E2,2003,22
B12,E3,2021,22
B12,E4,2063,23
B12,E5,2092,23
B12,E6,2085,23
B12,E7,2085,23
B12,E8,2051,23
B12,E9,2015,22
B12,E10,1850,19
B12,E11,1835,19
B12,E12,1758,18
B12,E14,1802,18
B12,E24,1887,20
B12,E23,1912,20
B12,E15,1940,21
B12,E16,1987,22
B12,E17,2010,22
B12,E18,2049,23
B12,E19,2040,22
B12,E20,1998,22
B12,E21,1982,21
B12,E22,1955,21
B19,A3H,992,14
B19,A3G,1011,14
B19,A3F,1023,14
B19,A3E,1062,15
B19,A3D,1098,15
B19,A3C,1092,15
B19,A3B,1077,15
B19,A3A,1042,15
B19,A15,1145,16
B19,A14,1157,16
B19,A12,1121,16
B19,A11,1097,15
B19,A10,1084,15
B19,A9,1067,15
B19,A8,1039,14
B19,A7,1007,14
B19,A2,938,13
B19,A1,897,12
B19,A17,1179,17
B19,A18,1210,17
B19,A19,1218,17
B19,A20,1209,17
B19,A24,1202,17
B19,A25,1093,15
B19,A26,1127,16
B19,A27,1164,16
B19,A29,1170,16
B19,A30,1176,16
B19,B76,412,7
B19,B77,409,7
B19,B79,408,7
B19,B80,409,7
B19,B81,410,7
B19,B83,413,7
B19,B85,454,8
B19,B86,455,8
B19,B86A,455,8
B19,B87,456,8
B19,B88,456,8
B19,B11,197,4
B19,B1,251,5
B19,B10,266,5
B19,B2,285,5
B19,B9,300,6
B19,B3,323,6
B19,B8,339,6
B19,B4,359,7
B19,B7,373,7
B19,B6,370,7
B19,B5,374,7
B19,B20,24,1
B19,B12,11,1
B19,B14,35,1
B19,B18,43,1
B19,B15,62,1
B19,B17,75,1
B19,B16,71,1
B19,B21,215,4
B19,B31,240,5
B19,B30,262,5
B19,B22,283,5
B19,B29,301,6
B19,B23,321,6
B19,B28,336,6
B19,B24,360,7
B19,B27,373,7
B19,B26,374,7
B19,B25,377,7
B19,B85A,454,8
B19,B81A,410,7
B19,B77A,409,7
B19,B76A,412,7
B19,B79A,408,7
B19,C1,1153,13
B19,C2,1211,14
B19,C29,1413,18
B19,C30,1418,18
B19,C31,1393,17
B19,C32,1358,17
B19,C33,1321,16
B19,C34,1282,15
B19,C35,1315,16
B19,C36,1350,17
B19,C37,1371,17
B19,C39,1377,17
B19,C40,1361,17
B19,C41,1331,16
B19,C42,1299,16
B19,C43,1304,16
B19,C44,1347,17
B19,C45,1384,17
B19,C3,1247,15
B19,C4,829,15
B19,C5,866,16
B19,C6,924,17
B19,C7,961,17
B19,C8,961,17
B19,C9,956,17
B19,C10,914,16
B19,C11,877,16
B19,C12,810,15
B19,C14,680,12
B19,C15,624,12
B19,D1,1169,14
B19,D2,1198,14
B19,D3,1219,14
B19,D4,1401,17
B19,D5,1400,17
B19,D6,1751,18
B19,D7,1667,16
B19,D8,1680,16
B19,D9,1742,17
B19,D10,1803,18
B19,D11,1802,18
B19,D12,1798,18
B19,D9A,1747,18
B19,E1,1989,22
B19,E2,2009,22
B19,E3,2026,22
B19,E4,2069,23
B19,E5,2097,23
B19,E6,2091,23
B19,E7,2091,23
B19,E8,2056,23
B19,E9,2021,22
B19,E10,1856,19
B19,E11,1840,19
B19,E12,1764,18
B19,E14,1807,19
B19,E24,1892,20
B19,E23,1918,20
B19,E15,1945,21
B19,E16,1993,22
B19,E17,2016,22
B19,E18,2054,23
B19,E19,2046,23
B19,E20,2004,22
B19,E21,1987,22
B19,E22,1961,21
B14,A3H,1021,14
B14,A3G,1040,15
B14,A3F,1052,15
B14,A3E,1091,15
B14,A3D,1127,16
B14,A3C,1120,16
B14,A3B,1106,16
B14,A3A,1071,15
B14,A15,1174,16
B14,A14,1186,17
B14,A12,1150,16
B14,A11,1126,16
B14,A10,1113,15
B14,A9,1096,15
B14,A8,1068,15
B14,A7,1036,14
B14,A2,967,13
B14,A1,926,12
B14,A17,1208,17
B14,A18,1238,18
B14,A19,1247,18
B14,A20,1237,18
B14,A24,1230,17
B14,A25,1122,16
B14,A26,1156,16
B14,A27,1193,17
B14,A29,1199,17
B14,A30,1204,17
B14,B76,441,8
B14,B77,438,8
B14,B79,437,8
B14,B80,438,8
B14,B81,439,8
B14,B83,441,8
B14,B85,483,8
B14,B86,483,8
B14,B86A,484,8
B14,B87,485,8
B14,B88,485,8
B14,B11,226,4
B14,B1,280,5
B14,B10,295,6
B14,B2,314,6
B14,B9,329,6
B14,B3,352,6
B14,B8,368,7
B14,B4,387,7
B14,B7,402,7
B14,B6,399,7
B14,B5,403,7
B14,B20,53,1
B14,B12,40,1
B14,B19,35,1
B14,B18,20,1
B14,B15,39,1
B14,B17,52,1
B14,B16,48,1
B14,B21,244,5
B14,B31,269,5
B14,B30,291,6
B14,B22,312,6
B14,B29,330,6
B14,B23,349,7
B14,B28,365,7
B14,B24,389,7
B14,B27,402,7
B14,B26,403,7
B14,B25,406,7
B14,B85A,483,8
B14,B81A,439,8
B14,B77A,438,8
B14,B76A,441,8
B14,B79A,437,8
B14,C1,1182,14
B14,C2,1240,15
B14,C29,1442,18
B14,C30,1447,18
B14,C31,1422,18
B14,C32,1386,17
B14,C33,1350,17
B14,C34,1310,16
B14,C35,1344,17
B14,C36,1378,17
B14,C37,1400,17
B14,C39,1406,18
B14,C40,1390,17
B14,C41,1360,17
B14,C42,1327,16
B14,C43,1332,16
B14,C44,1376,17
B14,C45,1413,18
B14,C3,1275,15
B14,C4,857,15
B14,C5,895,16
B14,C6,953,17
B14,C7,990,18
B14,C8,990,18
B14,C9,985,18
B14,C10,943,17
B14,C11,906,16
B14,C12,839,15
B14,C14,708,13
B14,C15,653,12
B14,D1,1198,14
B14,D2,1227,14
B14,D3,1247,15
B14,D4,1429,18
B14,D5,1429,18
B14,D6,1779,18
B14,D7,1695,17
B14,D8,1709,17
B14,D9,1771,18
B14,D10,1831,19
B14,D11,1831,19
B14,D12,1827,19
B14,D9A,1776,18
B14,E1,2018,22
B14,E2,2037,22
B14,E3,2055,23
B14,E4,2098,23
B14,E5,2126,24
B14,E6,2120,24
B14,E7,2120,24
B14,E8,2085,23
B14,E9,2050,23
B14,E10,1885,20
B14,E11,1869,20
B14,E12,1792,18
B14,E14,1836,19
B14,E24,1921,20
B14,E23,1947,21
B14,E15,1974,21
B14,E16,2022,22
B14,E17,2044,23
B14,E18,2083,23
B14,E19,2074,23
B14,E20,2033,22
B14,E21,2016,22
B14,E22,1989,22
B18,A3H,1029,14
B18,A3G,1048,15
B18,A3F,1060,15
B18,A3E,1099,15
B18,A3D,1135,16
B18,A3C,1128,16
B18,A3B,1114,16
B18,A3A,1079,15
B18,A15,1182,17
B18,A14,1194,17
B18,A12,1158,16
B18,A11,1134,16
B18,A10,1121,16
B18,A9,1104,15
B18,A8,1076,15
B18,A7,1044,14
B18,A2,975,13
B18,A1,934,12
B18,A17,1216,17
B18,A18,1246,18
B18,A19,1255,18
B18,A20,1245,18
B18,A24,1238,18
B18,A25,1130,16
B18,A26,1164,16
B18,A27,1201,17
B18,A29,1207,17
B18,A30,1212,17
B18,B76,449,8
B18,B77,446,8
B18,B79,445,8
B18,B80,446,8
B18,B81,447,8
B18,B83,449,8
B18,B85,491,9
B18,B86,491,9
B18,B86A,492,9
B18,B87,493,9
B18,B88,493,9
B18,B11,234,4
B18,B1,288,5
B18,B10,303,6
B18,B2,322,6
B18,B9,337,6
B18,B3,360,7
B18,B8,376,7
B18,B4,396,7
B18,B7,410,7
B18,B6,407,7
B18,B5,411,7
B18,B20,61,1
B18,B12,48,1
B18,B19,43,1
B18,B14,20,1
B18,B15,25,1
B18,B17,38,1
B18,B16,34,1
B18,B21,252,5
B18,B31,277,5
B18,B30,299,6
B18,B22,320,6
B18,B29,338,6
B18,B23,357,7
B18,B28,373,7
B18,B24,397,7
B18,B27,410,8
B18,B26,411,8
B18,B25,414,8
B18,B85A,491,9
B18,B81A,447,8
B18,B77A,446,8
B18,B76A,449,8
B18,B79A,445,8
B18,C1,1190,14
B18,C2,1248,15
B18,C29,1450,18
B18,C30,1455,18
B18,C31,1430,18
B18,C32,1394,17
B18,C33,1358,17
B18,C34,1318,16
B18,C35,1352,17
B18,C36,1386,17
B18,C37,1408,18
B18,C39,1414,18
B18,C40,1398,17
B18,C41,1368,17
B18,C42,1335,16
B18,C43,1340,16
B18,C44,1384,17
B18,C45,1421,18
B18,C3,1283,15
B18,C4,865,16
B18,C5,903,16
B18,C6,961,17
B18,C7,998,18
B18,C8,998,18
B18,C9,993,18
B18,C10,951,17
B18,C11,914,16
B18,C12,847,15
B18,C14,716,13
B18,C15,661,12
B18,D1,1206,14
B18,D2,1235,15
B18,D3,1255,15
B18,D4,1437,18
B18,D5,1437,18
B18,D6,1787,18
B18,D7,1703,17
B18,D8,1717,17
B18,D9,1779,18
B18,D10,1839,19
B18,D11,1839,19
B18,D12,1835,19
B18,D9A,1784,18
B18,E1,2026,22
B18,E2,2045,23
B18,E3,2063,23
B18,E4,2106,24
B18,E5,2134,24
B18,E6,2128,24
B18,E7,2128,24
B18,E8,2093,23
B18,E9,2058,23
B18,E10,1893,20
B18,E11,1877,20
B18,E12,1800,18
B18,E14,1844,19
B18,E24,1929,21
B18,E23,1955,21
B18,E15,1982,21
B18,E16,2030,22
B18,E17,2052,23
B18,E18,2091,23
B18,E19,2082,23
B18,E20,2041,22
B18,E21,2024,22
B18,E22,1997,22
B15,A3H,1048,15
B15,A3G,1068,15
B15,A3F,1079,15
B15,A3E,1118,16
B15,A3D,1154,16
B15,A3C,1148,16
B15,A3B,1133,16
B15,A3A,1098,15
B15,A15,1201,17
B15,A14,1214,17
B15,A12,1177,17
B15,A11,1153,16
B15,A10,1140,16
B15,A9,1123,16
B15,A8,1095,15
B15,A7,1063,15
B15,A2,994,13
B15,A1,954,13
B15,A17,1235,17
B15,A18,1266,18
B15,A19,1274,18
B15,A20,1265,18
B15,A24,1258,18
B15,A25,1149,16
B15,A26,1183,17
B15,A27,1220,17
B15,A29,1226,17
B15,A30,1232,17
B15,B76,468,8
B15,B77,466,8
B15,B79,464,8
B15,B80,465,8
B15,B81,466,8
B15,B83,469,8
B15,B85,511,9
B15,B86,511,9
B15,B86A,511,9
B15,B87,512,9
B15,B88,513,9
B15,B11,253,5
B15,B1,308,6
B15,B10,322,6
B15,B2,342,6
B15,B9,356,7
B15,B3,380,7
B15,B8,395,7
B15,B4,415,8
B15,B7,430,8
B15,B6,426,8
B15,B5,430,8
B15,B20,81,1
B15,B12,67,1
B15,B19,62,1
B15,B14,39,1
B15,B18,25,1
B15,B17,19,1
B15,B16,15,1
